J3KQB2	J3KQB2
P20236	P26048
P20236	P31644
Q641X6	Q641X6
Q641X6	Q5T089
A0JPQ7	A0JPQ7
A0JPQ7	Q8R3Y5
A0JPQ7	Q8N9M1
Q5BJW2	Q5BJW2
D3ZMS1	D3ZMS1
D3ZMS1	Q3UAI4
D3ZMS1	Q13435
Q8R1Q3	Q8R1Q3
Q8R1Q3	O43827
B7ZN39	B7ZN39
M0QWB7	M0QWB7
Q99MW6	Q99MW6
Q99732-3	Q99732-3
Q99732-3	Q99732
Q96GM1-2	Q96GM1-2
Q96GM1-2	Q8VCY8-2
Q17RY6-2	Q17RY6-2
E9PSW6	E9PSW6
E9PSW6	Q921G6
E9PSW6	O75427
F1LP59	F1LP59
F1LP59	Q15042
F1LP59	Q80UJ7
D4AEL2	D4AEL2
D4AEL2	Q91XA2
D4AEL2	Q8NBJ4
D3ZRG8	D3ZRG8
D3ZRG8	Q6NZN1
D3ZRG8	Q5VV67
Q6MGB4	Q6MGB4
Q6MGB4	Q31125
Q6MGB4	Q92504
XP_001480424	XP_001480424
E9QA15	E9QA15
E9QA15	Q05682
E9QA15	P12957
Q92879-4	Q92879-4
Q92879-4	P28659-4
Q92879-4	Q92879
Q92879-4	P28659
Q92879-4	Q9Z0H4-9
Q92879-4	Q9Z0H4
Q92879-4	O95319
Q92879-4	Q792H5
Q92879-4	Q792H5-3
Q92879-4	Q9Z0H4-6
P78312-2	P78312-2
P78312-2	P78312
P78312-2	Q8CGI1
P08237-3	P08237-3
P08237-3	P00511
P08237-3	P47857
P08237-3	P08237
P08237-3	P47858
Q9UNH6	Q9UNH6
D3ZM26	D3ZM26
B2RYK0	B2RYK0
G3V727	G3V727
G3V727	Q9CWX9
G3V727	Q9H0S4
XP_038955220	XP_038955220
Q9Y5P2	Q9Y5P2
Q8IVF5	Q8IVF5
Q8IVF5	D3ZMS5
Q8IVF5	Q6ZPF3
B2RYB9	B2RYB9
P80347	P80347
Q5EB98	Q5EB98
Q5EB98	P70371
Q5EB98	P54274
D4A739	D4A739
D4A739	O88327
D4A739	Q9UBT7
D4A5W0	D4A5W0
F1LTU4	F1LTU4
M0R3L0	M0R3L0
F1M8M1	F1M8M1
F1M8M1	Q8BHE4
F1M8M1	Q6UXF1
D3ZY39	D3ZY39
D3ZY39	Q91YK2
D3ZY39	Q14684
Q3UTE2	Q3UTE2
Q3UTE2	A2BEI6
O60504_VAR_055019	O60504_VAR_055019
O60504_VAR_055019	O60504
O60504_VAR_055019	NP_001005762
O60504_VAR_055019	Q9R1Z8
Q8IYW2-2	Q8IYW2-2
Q6MG88	Q6MG88
Q6MG88	Q3U1Z5
Q6MG88	Q9Y4H4
Q3V2L5	Q3V2L5
F6RGI3	F6RGI3
J3QPZ4	J3QPZ4
J3QPZ4	Q5M8R5
XP_001487846	XP_001487846
E9PQ01	E9PQ01
P97924-2	P97924-2
M0RCF9	M0RCF9
M0RCF9	Q15022
M0RCF9	Q80U70
Q9C000-4	Q9C000-4
Q9C000-4	Q9C000
Q8NES3-4	Q8NES3-4
Q9ET61	Q9ET61
Q9ET61	O89103
Q9ET61	Q9NPY3
Q5RK14	Q5RK14
Q8C2W3	Q8C2W3
Q8C2W3	Q8VI97
Q8C2W3	Q14AZ4
Q8C2W3	P00973-2
Q8C2W3	P00973
Q8JZK6	Q8JZK6
E9Q5I3	E9Q5I3
G3X8U3	G3X8U3
G3X8U3	Q5T6V5
Q03181-3	Q03181-3
Q03181-3	Q03181
P11762	P11762
P11762	P16045
P11762	P09382
Q9UH92-3	Q9UH92-3
Q9UH92-3	A2BFB1
Q8N8Q1-4	Q8N8Q1-4
Q9UHQ4-2	Q9UHQ4-2
Q5FVC5	Q5FVC5
Q5FVC5	P32507
Q5FVC5	Q92692
Q9BSQ5-2	Q9BSQ5-2
Q9BSQ5-2	Q8K2Y9
Q9BSQ5-2	Q9BSQ5
Q9BSQ5-2	B1H273
P62993-2	P62993-2
Q9H4M7-2	Q9H4M7-2
Q9H4M7-2	Q8VC98
A6NHP3	A6NHP3
A6NHP3	P0CI01
A6NHP3	Q495Y8
A6NHP3	A6NIY4
P0DKX4	P0DKX4
NP_001100917	NP_001100917
NP_001100917	G3XA57
NP_001100917	Q7L804
Q1RNF8	Q1RNF8
F8VQD3	F8VQD3
F8VQD3	Q80Z08
F8VQD3	L7N215
F8VQD3	L7N2B2
A0A087WR82	A0A087WR82
A0A087WR82	O35698
Q96MT7	Q96MT7
Q8IZP0-11	Q8IZP0-11
Q1H9T6	Q1H9T6
Q1H9T6	P10074
Q9D2U0	Q9D2U0
Q9D2U0	Q9DAV5
Q9D2U0	B2RSG7
Q9D2U0	Q4KL66
Q9D2U0	Q497W1
Q9D2U0	E9Q9B4
Q9D2U0	Q4KL31
Q9D2U0	Q4KL65
Q6XAS3	Q6XAS3
Q6XAS3	Q6XAR7
Q6XAS3	A2BI93
A2AG10	A2AG10
Q64526	Q64526
Q64526	Q9D3H7
Q8C6G0	Q8C6G0
NP_001157638	NP_001157638
P52569-2	P52569-2
P52569-2	P18581
P52569-2	P52569
P52569-2	B5D5N9
P52569-2	E1B968
Q16627-2	Q16627-2
O00330-3	O00330-3
O00330-3	O00330
O00330-3	Q8BKZ9
O94856-10	O94856-10
O94856-10	Q810U3
O94856-10	P97685
O94856-10	O94856
Q9Y620-2	Q9Y620-2
P07108-5	P07108-5
D3ZL30	D3ZL30
D3ZL30	Q3U214
D3ZL30	O60307
Q5XIU5	Q5XIU5
Q5XIU5	Q8BHL8
Q5XIU5	Q92530
Q8BXB3	Q8BXB3
XP_003084671	XP_003084671
Q80VW5-5	Q80VW5-5
Q9DA30	Q9DA30
E9Q5N9	E9Q5N9
E9Q5N9	Q9H8N7
Q91YY4	Q91YY4
Q91YY4	Q8N5M1
E9PZ12	E9PZ12
Q8K3N5	Q8K3N5
Q8K3N5	L7N273
Q8K3N5	K9J7H2
Q8K3N5	D3YTY2
Q8K3N5	Q9EPS6
Q8K3N5	Q5J3H6
Q8K3N5	L7N275
Q8K3N5	G3UWG3
Q8K3N5	G3UW71
Q8K3N5	G3UW31
Q8K3N5	E9Q4H3
Q8K3N5	K9J7G0
Q8K3N5	L7N293
Q8K3N5	G3UWI8
Q8K3N5	G3UY92
A0A0B4J1F3	A0A0B4J1F3
A0A0B4J1F3	IPI00365434.4
A0A0B4J1F3	F8VQ94
L7N2A0	L7N2A0
L7N2A0	M0R4Y3
L7N2A0	K7N5U4
L7N2A0	L7N1W8
L7N2A0	E9PZX4
L7N2A0	E9Q4X4
L7N2A0	E9Q025
L7N2A0	K7N6Z8
L7N2A0	E9Q759
Q80WF0	Q80WF0
XP_357051	XP_357051
G5E8G2	G5E8G2
G5E8G2	G5E8I7
Q52KH6	Q52KH6
Q52KH6	A2BG95
J3QML9	J3QML9
XP_003084855	XP_003084855
XP_003084855	Q8BI38
XP_003084855	Q5U467
XP_003084855	E9PXM9
XP_001055650	XP_001055650
Q96LW7	Q96LW7
Q5XIQ6	Q5XIQ6
Q5XIQ6	Q8IZ69
D3ZUL8	D3ZUL8
D3ZYU7	D3ZYU7
D3ZYU7	Q9DAC6
Q8CDN2	Q8CDN2
G3X941	G3X941
Q8IUC0	Q8IUC0
Q8IUC0	Q52LG2
Q8IUC0	Q3SY46
Q8IUC0	Q3LI77
Q8IUC0	O08640
A6NI73	A6NI73
P0DL12	P0DL12
E9PTE5	E9PTE5
E9PTE5	Q9JLM4
E9PTE5	Q14202
Q505F1_VAR_A327S	Q505F1_VAR_A327S
Q505F1_VAR_A327S	Q505F1
Q505F1_VAR_A327S	P13056
Q505F1_VAR_A327S	P49116-2
Q505F1_VAR_A327S	P49117
Q505F1_VAR_A327S	P49116
Q505F1_VAR_A327S	P55094
Q13642	Q13642
B2RSY5	B2RSY5
B2RSY5	Q14DT8
Q920R0-2	Q920R0-2
O35975	O35975
Q80XI7	Q80XI7
Q8TAP4	Q8TAP4
Q8TAP4	P25800
Q96E66-6	Q96E66-6
Q96E66-6	Q96E66
Q9H195	Q9H195
Q7RTP0	Q7RTP0
D3ZGD0	D3ZGD0
D3ZGD0	Q8BX17
D3ZGD0	Q8TEQ6
D4ADC7	D4ADC7
D4ADC7	Q96PE1
D4ADC7	Q91ZV8
P59594	P59594
P59594	P0DTC2
D4A5G2	D4A5G2
Q7TST0	Q7TST0
Q922J2	Q922J2
Q9D0Z8	Q9D0Z8
Q78Y72	Q78Y72
Q8VCU1	Q8VCU1
Q8VCU1	Q63880
Q8VCU1	Q6UWW8
Q91Z98	Q91Z98
A8MRT5	A8MRT5
A8MRT5	Q92617
A8MRT5	Q92617-6
A8MRT5	E5RHQ5
A8MRT5	C9JG80
Q9HDB5-2	Q9HDB5-2
B1WC60	B1WC60
XP_003085689	XP_003085689
XP_003085689	XP_003085645
XP_003085689	XP_003085670
XP_003085689	XP_003085530
XP_003085689	XP_003085518
J3QNP9	J3QNP9
Q02525	Q02525
XP_003084868	XP_003084868
Q3TRX7	Q3TRX7
Q8VF29	Q8VF29
Q8VF29	Q7TQY7
Q8VF29	Q8VF11
Q8VF29	O95013
Q8VF29	Q6IEY1
Q8VF29	Q8VG12
Q8VF29	A2AVW3
Q8VF29	Q8VEX3
Q8VF29	Q8NH42
Q8VF29	Q8NH41
Q8VF29	Q05A45
Q8VF29	Q8VF41
Q8VF29	Q8VGE6
Q8VF29	D3ZBY3
Q8VF29	Q7TQX9
Q8VF29	Q8NGA8
Q8VF29	Q96R69
Q8VF29	Q8NH21
Q6P8U9	Q6P8U9
XP_003085928	XP_003085928
Q8C1B9	Q8C1B9
XP_987269	XP_987269
XP_003086309	XP_003086309
Q3U1V0	Q3U1V0
XP_003086984	XP_003086984
A2ADI4	A2ADI4
A2ADI4	XP_001063417
A2ADI4	XP_229054
A2ADI4	Q3V0Y1
Q9D6W7	Q9D6W7
Q86TZ1	Q86TZ1
Q9Z1K2	Q9Z1K2
Q9Z1K2	Q62252
Q9Z1K2	Q15506
F1LP56	F1LP56
F1LP56	Q9P0W8
Q9CWF0	Q9CWF0
Q9CU24	Q9CU24
Q3TZU0	Q3TZU0
P15509-6	P15509-6
Q9ULD2-3	Q9ULD2-3
Q9ULD2-3	Q6IMY1
Q7Z614-4	Q7Z614-4
P13674-2	P13674-2
P13674-2	Q60715
P13674-2	P13674
P13674-2	O15460
Q9BRY0-2	Q9BRY0-2
Q9C0J8-2	Q9C0J8-2
Q9UHK6-2	Q9UHK6-2
O95866-2	O95866-2
O95866-2	O95866
I7HJS4	I7HJS4
G3V9M1	G3V9M1
G3V9M1	Q9BUQ8
G3V9M1	D3Z0M9
D3ZNS8	D3ZNS8
D3ZNS8	P58742
D3ZNS8	Q9NRG9
D4ABI7	D4ABI7
D4ABI7	Q9P035
D4ABI7	Q8K2C9
Q9Y2K2	Q9Y2K2
Q9Y2K2	NP_001258145
Q9Y2K2	Q6P4S6
Q9Y2K2	Q9Y2K2-8
Q6P796	Q6P796
Q3V0B7	Q3V0B7
D0VYS2	D0VYS2
Q8CGQ2	Q8CGQ2
Q6XPS7	Q6XPS7
NP_001119789	NP_001119789
NP_001119789	A2BH01
Q8C4K5	Q8C4K5
Q6UX73-2	Q6UX73-2
Q6UX73-2	Q3UST5
Q6AZY7-2	Q6AZY7-2
Q86UR5-6	Q86UR5-6
Q9UF33-2	Q9UF33-2
D4A827	D4A827
D4A827	Q6PI47
D4A827	E0CZ26
D4A7Y7	D4A7Y7
P59924	P59924
Q7TQ86	Q7TQ86
Q5BJZ4	Q5BJZ4
Q5BJZ4	P70279
Q5BJZ4	O75683
D4A6H3	D4A6H3
D4A6H3	Q8BWB6
D4A6H3	Q8NFT2
Q5XI04	Q5XI04
Q5XI04	P54116
Q5XI04	P27105
Q5XI04	Q8TAV4
D4AB66	D4AB66
D4AB66	Q8BZ60
D4AB66	Q8WXE9
XP_003086594	XP_003086594
Q8C3L0	Q8C3L0
Q91W33	Q91W33
Q3U5N6	Q3U5N6
Q9D2I7	Q9D2I7
Q8C9S7	Q8C9S7
A0A087WQP5	A0A087WQP5
XP_003085572	XP_003085572
P23467-3	P23467-3
P23467-3	B2RU80
P23467-3	P23467
O95671-2	O95671-2
O95671-2	O95671
Q8NBT0-2	Q8NBT0-2
Q9UF11-2	Q9UF11-2
Q9UF11-2	Q9WU68
Q9UF11-2	Q9UF11
Q9UF11-2	Q9QYE9
Q9H6Z4-2	Q9H6Z4-2
Q9H6Z4-2	Q9H6Z4
P34810-2	P34810-2
Q5M9I6	Q5M9I6
Q5M9I6	Q99LX5
Q5M9I6	Q9BU76
XP_003752480	XP_003752480
XP_003752480	Q5SS80
XP_003752480	Q6UX07
Q32PX8	Q32PX8
F1LT94	F1LT94
F7F379	F7F379
Q99K01-2	Q99K01-2
Q99K01-2	B5DFK8
Q99K01-2	Q99K01
Q99K01-2	Q6P996
Q99K01-2	A7MBC2
Q7M766	Q7M766
Q9D578	Q9D578
Q9D9Q8	Q9D9Q8
Q3UTC0	Q3UTC0
Q9D9W6	Q9D9W6
XP_003085331	XP_003085331
XP_003085331	XP_003085573
Q8CCF3	Q8CCF3
Q3UQH6	Q3UQH6
Q6P556	Q6P556
P05230-2	P05230-2
Q92847-2	Q92847-2
O75914-3	O75914-3
O75914-3	Q62829
O75914-3	Q61036
O75914-3	O75914
O75914-3	Q8CIN4
O75914-3	Q13177
O75914-3	Q13153
O75914-3	O88643
O75914-3	Q64303
O75914-3	Q29502
O75914-3	P35465
B7Z368	B7Z368
F1M6U5	F1M6U5
F1M6U5	Q96DX5
D3ZDQ9	D3ZDQ9
D3ZDQ9	P82350
P15257	P15257
P15257	P22361
P15257	P20823
P57093	P57093
P57093	O35386
P57093	O14832
P05982	P05982
P05982	Q64669
P05982	P15559
XP_988512	XP_988512
Q9D9C6	Q9D9C6
Q64356	Q64356
B2RWG1	B2RWG1
B2RWG1	B2GV45
A1Z198-2	A1Z198-2
A1Z198-2	D9I2F9
Q14BP6	Q14BP6
Q3UP90	Q3UP90
Q01078	Q01078
Q925H4	Q925H4
ADJ96648	ADJ96648
Q9D549	Q9D549
Q8C7B5	Q8C7B5
NP_001034465	NP_001034465
NP_001034465	Q9WUJ3
NP_001034465	Q80YT7
NP_001034465	Q5VU43
Q5M852	Q5M852
Q5M852	Q99N69
Q5M852	O60711
B2GV98	B2GV98
B2GV98	P62046
B2GV98	Q9Y2L9
D4AAU8	D4AAU8
D4AAU8	Q8K3W2
D4AAU8	Q5BKY1
B0BN00	B0BN00
B0BN00	Q9C0I9
D3ZTZ6	D3ZTZ6
D3ZTZ6	Q8N4P6
D3ZTZ6	Q9D3W5
D3ZG86	D3ZG86
D3ZG86	Q96JY0
Q99N75	Q99N75
XP_001476618	XP_001476618
Q9D9M0	Q9D9M0
XP_003086835	XP_003086835
O35403	O35403
BAC39778	BAC39778
Q9D1L9	Q9D1L9
Q9D1L9	O43504
D4A930	D4A930
F7FMK8	F7FMK8
F7FMK8	O43283
F7FMK8	Q1HKZ5
D3ZNX9	D3ZNX9
D3ZNX9	Q8BH93
D3ZNX9	Q8NDC0
F1LRS1	F1LRS1
F1LRS1	Q99LQ1
F1LRS1	Q9NS73
Q6AYN8	Q6AYN8
Q6AYN8	P33993
Q6AYN8	Q61881
D3ZVH5	D3ZVH5
D3ZVH5	Q00987
D3ZVH5	P23804
Q6AXR7	Q6AXR7
Q6AXR7	O55087
Q60736	Q60736
Q3TQ67	Q3TQ67
XP_003086638	XP_003086638
Q8K0R8	Q8K0R8
Q3UIW8	Q3UIW8
E9PW05	E9PW05
Q3TY92	Q3TY92
Q3TY92	Q96DN6
XP_003085646	XP_003085646
Q3UT28	Q3UT28
Q8C3H7	Q8C3H7
Q8VFQ7	Q8VFQ7
Q8VFQ7	Q7TR39
Q8VFQ7	Q8VG97
Q9D9Z7	Q9D9Z7
Q8C9R0	Q8C9R0
Q62336	Q62336
P70331	P70331
Q9CZ09	Q9CZ09
Q9CZ09	O95568
Q9CTY5	Q9CTY5
Q9CTY5	Q86XE3
F1LNI8	F1LNI8
Q60974-2	Q60974-2
Q60974-2	Q60974
Q60974-2	NP_001258032
Q60974-2	O75376
Q9WTL8-4	Q9WTL8-4
Q9WTL8-4	Q9WTL8
Q9WTL8-4	O00327
Q9WTL8-4	Q9I8T7
Q3TPR7-2	Q3TPR7-2
Q71MR7	Q71MR7
Q71MR7	O88537
Q71MR7	Q3SXG2
Q71MR7	P21462
Q71MR7	P33766
Q71MR7	P25090
Q71MR7	P25089
XP_003084966	XP_003084966
Q9DAI7	Q9DAI7
XP_003085371	XP_003085371
D4AAK5	D4AAK5
D4AAK5	Q9ERK0
D4AAK5	P57078
Q5PQL6	Q5PQL6
Q5PQL6	P55197
Q5PQL6	O54826
M0R3X9	M0R3X9
D3ZRJ6	D3ZRJ6
D3ZRJ6	Q99795
D4A0T6	D4A0T6
D4A0T6	Q3V3V9-2
Q3T1G8	Q3T1G8
Q3T1G8	Q8C0P7
Q3T1G8	Q9Y4E5
Q9D2X8	Q9D2X8
Q9D2X8	Q5BK24
Q9D2X8	Q96K31
D4A7Q3	D4A7Q3
D4A7Q3	Q8BTE0
D4A7Q3	Q5VUM1
D3ZQW3	D3ZQW3
D3ZQW3	Q80WQ4
D3ZQW3	Q9P272
D3ZH76	D3ZH76
D3ZH76	Q149B8
D3ZH76	Q5SV97
D3ZMG5	D3ZMG5
D3ZMG5	Q8CDT5
M0R5R5	M0R5R5
XP_984438	XP_984438
Q8BRT5	Q8BRT5
Q3UV74	Q3UV74
Q3UV74	P11835
Q3UV74	P05107
Q3UV74	B2RYB8
BAC26534	BAC26534
Q3UJ22	Q3UJ22
Q00495	Q00495
Q00495	P07333
Q00495	P09581
Q8CGN5-3	Q8CGN5-3
Q683K8	Q683K8
Q3ZRW6	Q3ZRW6
Q3ZRW6	Q15846
D3Z9I5	D3Z9I5
D3Z9I5	Q8CIW6
D3Z9I5	Q9BXS9-3
D3Z9I5	Q9BXS9
D4A7S3	D4A7S3
D4A7S3	Q921R7
D4A7S3	Q9BS91
D3ZSU3	D3ZSU3
D3ZCI2	D3ZCI2
Q641W6	Q641W6
Q641W6	Q62084
Q641W6	Q96C90
D3ZK25	D3ZK25
D3ZK25	Q14CZ0
D3ZK25	Q14AM7
M0R498	M0R498
M0R498	Q8C6E1
D4ADR7	D4ADR7
D4ADR7	Q9D1E4
D4ADR7	A8MQ03
D3ZBT2	D3ZBT2
D3ZBT2	Q9BUW7
D3ZBT2	P58686
D4A9U1	D4A9U1
A0JPQ3	A0JPQ3
F1LT68	F1LT68
D3ZGR7	D3ZGR7
D3ZGR7	Q9BQ61
D3ZGR7	Q9D735
Q62183	Q62183
Q62183	O35703
Q62183	Q62184
Q62183	Q8C641
Q62183	D3ZUW1
Q8VHX1	Q8VHX1
Q9D4N0	Q9D4N0
XP_001004454	XP_001004454
Q3UXW7	Q3UXW7
XP_003084681	XP_003084681
E9PW76	E9PW76
Q8C7J6	Q8C7J6
P18121	P18121
D3ZNN7	D3ZNN7
D3ZNN7	Q6PB70
F1M5X2	F1M5X2
F1M5X2	Q9Y587-2
F1M5X2	Q9Y587
D3ZDZ1	D3ZDZ1
D3ZDZ1	Q7Z5R6
D3ZDZ1	Q8R5A3
B4F779	B4F779
B4F779	Q8K3G9
B4F779	Q8NEU8
F1MAD9	F1MAD9
F1MAD9	Q8CG47
F1MAD9	Q9NTJ3
D3ZR12	D3ZR12
G3V7T0	G3V7T0
G3V7T0	Q922Q2
G3V7T0	Q9BRS2
D3ZY17	D3ZY17
F1LRY1	F1LRY1
F1LRY1	Q3UFY4
F1LRY1	Q86UC2
D4A8S8	D4A8S8
D4A8S8	Q8BYM7
D4A8S8	Q5TD94
E9Q0W1	E9Q0W1
Q8BI11	Q8BI11
Q7TN51	Q7TN51
P28661-7	P28661-7
P28661-7	O43236-8
Q9D3H2	Q9D3H2
Q9D3H2	A2AEN9
F7A4H5	F7A4H5
Q3TYX3	Q3TYX3
Q3TYX3	Q6GMV2
Q3TYX3	NP_001101340
Q7Z4H9	Q7Z4H9
P28235	P28235
P28235	P35212
Q9UQ16-4	Q9UQ16-4
Q9UQ16-4	Q9UQ16
Q9UQ16-4	P50570
Q9UQ16-4	P39052
Q9UQ16-4	Q08877
Q9UQ16-4	Q8BZ98
Q9UQ16-4	P39053
Q9UQ16-4	Q05193
Q9UQ16-4	P39054
Q9UQ16-4	P21575
Q9UQ16-4	P39053-4
Q9UQ16-4	P39053-6
Q9UQ16-4	P21575-2
Q9UQ16-4	P39053-3
Q9UQ16-4	Q9UQ16-3
D3ZLH8	D3ZLH8
Q6WN19	Q6WN19
Q6WN19	O70622
XP_003086877	XP_003086877
Q3V2H2	Q3V2H2
P39039	P39039
P39039	P11226
P39039	P41317
P0CG08	P0CG08
P0CG08	B7ZAQ6
D3ZWZ8	D3ZWZ8
D3ZWZ8	Q61909
D3ZWZ8	Q06455
D3ZWZ8	D4A303
D3ZWZ8	O54972
D3ZWZ8	O75081
D3ZWZ8	F1M659
D3ZWZ8	O70374
D3ZWZ8	O43439
D3ZWZ8	O43439-5
D4A5C9	D4A5C9
D4A5C9	Q7Z3H4
D3ZA19	D3ZA19
XP_003085168	XP_003085168
XP_001475551	XP_001475551
Q5BKX6-3	Q5BKX6-3
Q6R0H6	Q6R0H6
P09455-3	P09455-3
D3ZH41	D3ZH41
Q8C0A6	Q8C0A6
P07808	P07808
P07808	P57774
P07808	P01303
D3ZDA2	D3ZDA2
D3ZDA2	Q8NFY4
D3ZDA2	Q76KF0
D3ZR22	D3ZR22
D3ZR22	Q8CD78
G3UWA7	G3UWA7
Q3V1X2	Q3V1X2
Q3V1X2	Q4QQP3
Q3V1X2	Q80VN4
P30933	P30933
Q9JHV3	Q9JHV3
Q9JHV3	F7EVP3
Q8CAZ0	Q8CAZ0
Q3UUQ0	Q3UUQ0
Q80XU5	Q80XU5
Q80XU5	A6NLJ0
Q80XU5	Q8NCU7
O35485	O35485
Q13057-2	Q13057-2
Q13057-2	Q9DBL7
Q13057-2	Q13057
D4A016	D4A016
D4A016	Q6S9Z5
D3ZPQ4	D3ZPQ4
D3ZPQ4	Q0VEE6
D3ZPQ4	Q2TB10
C9J7I0	C9J7I0
P56975-3	P56975-3
P22607-3	P22607-3
E9Q1Z0	E9Q1Z0
E9Q1Z0	P48668
E9Q1Z0	P13647
E9Q1Z0	P04259
E9Q1Z0	P50446
E9Q1Z0	P19013
E9Q1Z0	P02538
E9Q1Z0	O95678
E9Q1Z0	Q8BGZ7
E9Q1Z0	Q6IG05
E9Q1Z0	Q4FZU2
E9Q1Z0	Q14CN4
E9Q1Z0	XP_002727023
E9Q1Z0	Q6NXH9
E9Q1Z0	Q6IG03
E9Q1Z0	Q6IFZ6
E9Q1Z0	Q7Z794
E9Q1Z0	Q6IG01
E9Q1Z0	Q8N1N4
E9Q1Z0	P07744
E9Q1Z0	Q6IG00
E9Q1Z0	Q8VED5
E9Q1Z0	Q5XKE5
E9Q1Z0	Q86Y46
E9Q1Z0	Q9R0H5
E9Q1Z0	Q3SY84
E9Q1Z0	Q7RTS7
E9Q1Z0	Q6IME9
E9Q1Z0	Q6IG04
E9Q1Z0	Q6IFZ8
E9Q1Z0	Q9Z331
P02600-2	P02600-2
P02600-2	Q60605
P02600-2	P60660
P02600-2	P60660-2
P02600-2	Q60605-2
P02600-2	Q64119
Q6AYX5-3	Q6AYX5-3
P63043-3	P63043-3
O94929-2	O94929-2
O94929-2	O94929-3
Q96PN7-2	Q96PN7-2
Q96PN7-2	Q96PN7-3
Q96MT8-3	Q96MT8-3
Q96MT8-3	Q96MT8-2
Q96MT8-3	Q96MT8-4
Q96MT8-3	Q3UPP8-3
O43541-2	O43541-2
Q8NBM4-2	Q8NBM4-2
Q8NCT3-2	Q8NCT3-2
Q8NCT3-2	Q8NCT3
Q14CW9-2	Q14CW9-2
Q14CW9-2	Q14CW9
Q14CW9-2	A2AWT3
Q14CW9-2	D4A5H7
Q5VTH9-2	Q5VTH9-2
Q9ERW3-2	Q9ERW3-2
O88644	O88644
Q66HR0	Q66HR0
Q66HR0	Q9BXP2
Q66HR0	Q99MR3
O00754-2	O00754-2
O00754-2	O00754
O00754-2	O09159
Q9UKS7-4	Q9UKS7-4
Q8IW50-5	Q8IW50-5
Q8IW50-5	Q9D772
Q8IW50-5	Q8IW50-2
Q8IW50-5	Q8IW50
Q8IW50-5	D4AAI7
Q8IW50-5	Q8IW50-6
P07992-3	P07992-3
P07992-3	P07992
P07992-3	P07903
Q9UMZ2-6	Q9UMZ2-6
Q9UMZ2-6	Q5SV85-2
Q9H6U6-3	Q9H6U6-3
Q9H6U6-3	Q9H6U6-8
Q9H6U6-3	Q8CCN5
Q9H6U6-3	Q9H6U6
Q9H6U6-3	NP_001166901
Q9H6U6-3	Q9H6U6-2
Q9H6U6-3	Q9H6U6-7
F1LW74	F1LW74
F1LW74	Q3UQ44
F1LW74	Q13576
F1LW74	P46940
F1LW74	XP_341878
F1LW74	Q9JKF1
XP_003751070	XP_003751070
XP_003751070	Q921C3
XP_003751070	Q9NSI6
XP_003751070	Q9NSI6-2
Q9R1M3	Q9R1M3
D3ZVD3	D3ZVD3
D3ZVD3	Q9BXI3
D3ZVD3	A3KFX0
D3ZTS1	D3ZTS1
D3ZVB7	D3ZVB7
D3ZVB7	P20774
D3ZVB7	Q62000
D4A0G0	D4A0G0
D4A0G0	Q9BZF2
Q924A2-2	Q924A2-2
Q924A2-2	NP_001100960
Q924A2-2	Q96RK0
NP_001100593	NP_001100593
NP_001100593	O15417
NP_001100593	NP_001116202
NP_001100593	Q80WC3
D3ZAR8	D3ZAR8
D3ZE96	D3ZE96
D3ZE96	Q9D3X5
D3ZE96	Q8N7B6
Q8VIE4	Q8VIE4
Q8VIE4	Q9QXQ1
Q8VIE4	Q9NP56
Q8VIE4	P70453
Q8VIE4	Q13946
Q8VIE4	F1LM88
P06300	P06300
P06300	O35417
P06300	P01213
D3ZC81	D3ZC81
D3ZC81	B1AUE5
D3ZC81	O60683
D3ZFP6	D3ZFP6
D3ZFP6	Q7Z2Z1
D3ZFP6	Q8BQ33
D4A0M3	D4A0M3
D4A0M3	Q9QWH1
D4A0M3	Q8IXK0
D3ZFJ0	D3ZFJ0
D3ZFJ0	P48736
D3ZFJ0	Q9JHG7
Q6YH22	Q6YH22
Q6YH22	Q9Y2B9
G3V6G8	G3V6G8
G3V6G8	Q99640
G3V6G8	Q9ESG9
Q96D71-4	Q96D71-4
Q96D71-4	O54916-3
Q96D71-4	Q96D71-2
Q96D71-4	NP_001381828
Q96D71-4	Q96D71
Q96D71-4	O54916
Q9P2K5-3	Q9P2K5-3
Q9Y467-3	Q9Y467-3
Q8TBF2-2	Q8TBF2-2
Q8TBF2-2	Q9DB60
Q8TBF2-2	Q8TBF2
Q8TBF2-2	Q8TBF2-7
Q13239-4	Q13239-4
Q13239-4	Q13239
Q13239-4	Q13239-3
F1M6Q2	F1M6Q2
F1M6Q2	Q8CJ40
F1M6Q2	Q5TZA2
F1LXA9	F1LXA9
F1LXA9	Q9HB19
F1LXA9	Q9ERS5
G3V8T7	G3V8T7
G3V8T7	Q80VL1
G3V8T7	Q9Y2W6
P04143	P04143
P04143	Q62264
B5DF40	B5DF40
D3Z9B6	D3Z9B6
D3Z9B6	D3Z0P8
D3Z9B6	Q69YZ2
D4ACQ1	D4ACQ1
B1WBU7	B1WBU7
B1WBU7	O95807
F1LVZ8	F1LVZ8
F1LVZ8	Q9NUR3
Q9UBP6-2	Q9UBP6-2
Q13422-7	Q13422-7
Q13422-7	Q13422
Q13422-7	Q9UKS7
Q13422-7	P81183
Q13422-7	O08900
Q13422-7	Q9UKT9
Q13422-7	D3ZSW3
Q13422-7	Q03267
Q13422-7	Q5SWT9
Q12872-2	Q12872-2
