P03246	P03246
D3ZVN1	Q9CQC2
D3ZVN1	Q6UWE3
D3ZVN1	A6NCL2
D3ZVN1	Q3UW21
D3ZVN1	Q3URS3
D3ZVN1	P17084
D3ZVN1	P02703
Q3T1H8	Q3T1H8
Q3T1H8	Q9D709
Q3T1H8	Q9BSE2
A0A5F9ZH02	A0A5F9ZH02
Q9Z0K6	Q9Z0K6
Q9Z0K6	O75711
Q9Z0K6	O88745
Q4V8B8	Q4V8B8
Q4V8B8	Q53H54
Q4V8B8	Q8BG71
A0A024R4G0	A0A024R4G0
Q9WVS2	Q9WVS2
Q9WVS2	Q9NPF4
Q9WVS2	Q8BWU5
Q6ZR08-3	Q6ZR08-3
Q6ZR08-3	XP_003688820
Q6ZR08-3	Q6ZR08-4
Q6ZR08-3	Q6ZR08
Q6ZR08-3	Q0VDD8
Q6ZR08-3	Q2KML4
Q6ZR08-3	Q0VDD8-3
Q6ZR08-3	E9PU24
Q6ZR08-3	B1AR51
Q6ZR08-3	XP_008759046
Q6ZR08-3	XP_213354
Q6ZR08-3	Q8VHE6
Q6ZR08-3	Q8TE73
Q6ZR08-3	Q8WXX0
Q6ZR08-3	E9Q0T8
Q6ZR08-3	XP_003085641
Q6ZR08-3	XP_342710
Q6ZR08-3	P0C6F1
Q6ZR08-3	Q3V0Q1
Q6ZR08-3	E9Q8T7
Q6ZR08-3	E9Q0B6
Q6ZR08-3	F1LRU2
Q6ZR08-3	D3YYQ8
Q6ZR08-3	Q63164
Q6ZR08-3	Q9P2D7
Q6ZR08-3	Q8BW94
Q6ZR08-3	Q96JB1
Q6ZR08-3	Q9P225
Q6ZR08-3	Q9P225-2
Q6ZR08-3	Q91XQ0
Q6ZR08-3	Q0VDD8-4
Q6ZR08-3	M0RAB9
Q6ZR08-3	XP_001065872
Q6ZR08-3	XP_001078937
Q6ZR08-3	Q923J6
Q6ZR08-3	Q9QZH1
Q6ZR08-3	Q9NYC9
Q6ZR08-3	Q9UFH2
Q6ZR08-3	Q63170
Q6ZR08-3	Q96DT5
Q6ZR08-3	Q69Z23
Q6ZR08-3	XP_001079121
Q6ZR08-3	F1MAM6
Q6ZR08-3	Q8IVF4
Q6ZR08-3	Q9C0G6
Q6ZR08-3	L7N1Y0
Q6ZR08-3	Q8TD57
Q6ZR08-3	NP_001297264
D4AA11	D4AA11
D4AA11	Q13503
D4AA11	Q9CQ39
Q2MCP5	Q2MCP5
Q2MCP5	Q9CR39
Q2MCP5	B2RYM2
Q2MCP5	Q5I0C9
Q2MCP5	Q9Y4P8-5
Q2MCP5	Q9Y484-3
Q2MCP5	Q5MNZ6
Q2MCP5	Q8R2N2
Q2MCP5	Q9Y484-2
Q2MCP5	Q969X6
Q2MCP5	Q6AY57
Q2MCP5	Q80W47
Q2MCP5	Q5MNZ9
Q2MCP5	Q9Y484
Q2MCP5	Q8R3E3
Q2MCP5	Q91VM3
Q2MCP5	Q9Y4P8
Q2MCP5	Q5U2Y0
G3V965	G3V965
G3V965	Q9D1E8
G3V965	Q9NUQ2
P0DJF2	P0DJF2
P0DJF2	Q6UWS5
Q9CWH4	Q9CWH4
Q9CWH4	Q7Z4M0
Q6DG52	Q6DG52
Q6DG52	B5DER2
Q6DG52	Q8WUH1-1
Q6DG52	Q8WUH1
P0C8K7	P0C8K7
P0C8K7	F1M654
P0C8K7	B2RUZ4
Q8BT51	Q8BT51
Q8BT51	B0K013
Q8BT51	Q9NYJ1-2
Q8BT51	Q9NYJ1
P0DJI6	P0DJI6
Q96IT6	Q96IT6
P56555	P56555
P49901	P49901
Q8N1Y9	Q8N1Y9
Q9BR46	Q9BR46
Q6AWC8	Q6AWC8
Q9DCI9	Q9DCI9
Q9DCI9	D4AEG6
Q9DCI9	Q9BYC8
A6NJ69	A6NJ69
A6NFY7	A6NFY7
A6NFY7	B0K036
A6NFY7	Q3U276
Q8N9X5	Q8N9X5
Q9WV96	Q9WV96
Q9WV96	Q9R1B1
Q9WV96	P62072
Q9WV96	P62074
Q9WV96	P62073
Q9WV96	Q9Y5J7
Q9WV96	Q9WV98
Q9WV96	Q9WV97
Q9WV96	Q9Y5J6
O88618	O88618
O88618	O95954
O88618	Q91XD4
O88618	O95954-2
NP_001100101	NP_001100101
NP_001100101	Q06330
NP_001100101	P31266
NP_001100101	Q9UBG7
NP_001100101	O08674
NP_001100101	Q06330-7
D0EPY3	D0EPY3
Q8JZL3	Q8JZL3
Q8JZL3	Q8CGV7
Q8JZL3	Q9BU02
Q9ESK9	Q9ESK9
Q9ESK9	Q8TDY2-2
Q9ESK9	D3ZHK4
Q9ESK9	Q8TDY2
O88522	O88522
O88522	Q6TMG5
O88522	Q9Y6K9-2
O88522	Q8K3K8
O88522	Q96CV9
O88522	Q96CV9-2
O88522	Q8R5M4
O88522	Q9Y6K9
Q9CQS5	Q9CQS5
Q9CQS5	Q9BVS4
Q9CQS5	Q5I0I1
P17181	P17181
P17181	P33896
Q9Z0F6	Q9Z0F6
Q9Z0F6	Q99638
Q9Z0F6	Q6WBX7
Q9Z0F6	Q6WBX8
Q9Z0F6	Q499V3
Q9Z0F6	D3ZXM2
P60192	P60192
P60192	Q9Z266
P60192	O95295
P97813	P97813
P97813	Q9Z280-2
P97813	P70496-2
P97813	O14939
P97813	P70498
P97813	Q13393-2
P97813	Q9Z280
P97813	P70496
P97813	Q13393
O55201	O55201
O55201	O00267-2
O55201	O00267
O55201	NP_001100967
P97480	P97480
P97480	Q9Z191
P97480	NP_001402793
P97480	O95677
P97480	O95677-2
P97480	Q99502
P97480	P97767
P97480	Q99504
P97480	O00167
P97480	O08575
P97480	D3ZVI5
A0A0G2K6D5	A0A0G2K6D5
A0A0G2K6D5	Q5JRX3
A0A0G2K6D5	Q8K411
A0A0G2K6D5	Q5JRX3-2
Q9Y253	Q9Y253
Q9Y253	B2RYH3
Q9Y253	Q9QUG2
Q9Y253	Q6R3M4
Q9Y253	Q9UNA4
Q9Y253	Q9JJN0
Q9Y253	Q9UBT6
Q9H9P8	Q9H9P8
Q9H9P8	D3ZVS2
Q9H9P8	Q91YP0
Q5H943	Q5H943
Q9CR25	Q9CR25
Q9CR25	Q568Y2
Q9CR25	Q9BQC3
Q9C0C6	Q9C0C6
Q9C0C6	D4A489
Q9C0C6	Q8R0W1
Q8N6K0	Q8N6K0
Q8N6K0	Q6AXY3
Q8N6K0	Q9DA77
D4A133	D4A133
D4A133	P50516
D4A133	P38606
M0RAB5	M0RAB5
M0RAB5	C9J069
M0RAB5	A2AJA9
Q91ZJ0	Q91ZJ0
Q91ZJ0	Q4KM32
Q91ZJ0	Q96NY9
Q3U6N9	Q3U6N9
Q3U6N9	D3ZDG0
Q3U6N9	Q9H7E9-2
Q3U6N9	Q9H7E9
Q9NQZ7	Q9NQZ7
Q9NQZ7	Q3TCT4
Q9NQZ7	Q9DBT4
Q9NQZ7	Q9Y227
Q6A000	Q6A000
Q6A000	D3ZNS7
Q6A000	Q2KHM9
Q15822	Q15822
Q15822	P23979
Q15822	P02716
Q15822	Q70Z44-4
Q15822	P36544
Q15822	A5X5Y0
Q15822	P30532
Q15822	P22770
Q15822	Q70Z44-2
Q15822	P49582
Q15822	Q05941
Q15822	P02714
Q15822	P02718
Q15822	P12389
Q15822	P20420
Q15822	P25110
Q15822	Q9JLB5
Q15822	P46098
Q15822	P02708
Q15822	P04756
Q15822	Q05901
Q15822	P25109
Q15822	P04757
Q15822	Q07001
Q15822	G3X8Z7
Q15822	Q8BMN3
Q15822	Q8R4G9
Q15822	Q9UGM1
Q15822	P30926
Q15822	P12392
Q15822	A5X5Y0-3
Q15822	P32297
Q15822	Q8R493
Q15822	Q2MKA5-2
Q15822	Q2MKA5
Q15822	Q9GZZ6
Q15822	P12391
Q15822	B2RX82
Q15822	P43143
Q15822	Q9R0W9
Q15822	Q15825
Q15822	Q494W8
Q15822	P18916
Q15822	Q91X60
Q15822	Q70Z44
Q15822	P04760
Q15822	P17787
Q15822	P09483
Q15822	P07510
Q15822	Q9ERK7
Q15822	Q04844
Q15822	Q9JJ16
Q15822	O70174
Q15822	P20782
Q15822	P12390
Q15822	P09660
Q15822	P43681
Q15822	O70212
Q15822	Q9JHJ5
Q15822	P09690
Q15822	NP_075219
Q15822	XP_002684939
Q15822	Q8WXA8
Q15822	P35563
Q15822	O95264
Q15822	P11230
Q15822	P25108
Q15822	NP_001179437
Q6P5S2	Q6P5S2
Q6P5S2	Q8C6C9
Q5VIR6-1	Q5VIR6-1
Q5VIR6-1	Q5VIR6
Q5VIR6-1	NP_001099283
Q5VIR6-1	Q8CCB4
NP_001101883	NP_001101883
NP_001101883	Q91WE6
NP_001101883	Q5VV42
NP_001129180	NP_001129180
NP_001129180	E9Q7L1
NP_001129180	Q14146
A0A1B0GU33	A0A1B0GU33
Q642A9	Q642A9
Q642A9	Q920Q4
Q642A9	Q9H269
B2RZB6	B2RZB6
B2RZB6	O95777
B2RZB6	Q6ZWM4
B2RZB6	P62322
B2RZB6	Q9Y4Y9
B2RZB6	D3ZBJ0
B2RZB6	B5DES0
B2RZB6	P62316
B2RZB6	P62317
B2RZB6	P62312
B2RZB6	P62313
B2RZB6	D3ZG07
B2RZB6	D4AAT4
B2RZB6	P62306
B2RZB6	P62307
B2RZB6	B2RZB7
B2RZB6	P62315
B2RZB6	P62314
B2RZB6	P62308
B2RZB6	B5DEP7
B2RZB6	P62309
B2RZB6	P62310
B2RZB6	P62311
B2RZB6	D4A7U6
B2RZB6	O35900
B2RZB6	Q9Y333
B2RZB6	B3KVR1
B2RZB6	P63164
B2RZB6	P63163
B2RZB6	P63162
B2RZB6	P62304
B2RZB6	P62305
B2RZB6	NP_001258166
B2RZB6	P62318
B2RZB6	M0R907
B2RZB6	P62320
B2RZB6	A8MWD9
B2RZB6	Q9UK45
B2RZB6	O15116
B2RZB6	P27048
B2RZB6	P14678-2
B2RZB6	D4A2C6
B2RZB6	P14678
B2RZB6	Q6MG66
B2RZB6	Q8QZX5
B2RZB6	Q969L4
B2RZB6	Q8VC85
B2RZB6	P14678-3
B2RZB6	Q9CQQ8
B2RZB6	D4A2D8
B2RZB6	D3ZWB1
B2RZB6	Q9Y4Z0
B2RZB6	Q9QXA5
B2RZB6	P17136
B2RZ57	B2RZ57
B2RZ57	Q9H0U6
B2RZ57	Q9CQL5
B2RZ57	Q3ZBR7
D3ZML4	D3ZML4
D3ZML4	Q9H4I3
D3ZML4	Q99JY4
A0A1B0GTI1	A0A1B0GTI1
O15172	O15172
O15172	Q99LS3
O15172	P78330
O15172	Q5M819
Q5XIR8	Q5XIR8
Q5XIR8	Q8NHS4
Q5XIR8	Q5M6W3
Q5XIR8	P53675
Q5XIR8	F6Z1R4
Q5XIR8	P11442
Q5XIR8	Q68FD5
Q5XIR8	Q00610
Q5XIR8	Q00610-2
P52504	P52504
P52504	P52503
P52504	O75380
B0BNL4	B0BNL4
B0BNL4	Q9D8M3
B0BNL4	Q6P1K1
Q5M840	Q5M840
Q5M840	P27469
Q5M840	Q61585
Q5M886	Q5M886
Q5M886	Q3LIE5
Q5M886	Q99KS6
Q6AXS4	Q6AXS4
Q6AXS4	O75787
Q6AXS4	Q9CYN9
Q7TSN4	Q7TSN4
Q7TSN4	Q7Z7B1
Q7TSN4	Q8C398
Q5BMD4	Q5BMD4
Q5BMD4	Q8K2F3
Q5BMD4	Q9NTK1
Q99JA8	Q99JA8
Q99JA8	Q9NPG2
Q99JA8	Q9ER97
B0BN48	B0BN48
B0BN48	O35207
B0BN48	O14519
B0BN48	O75956
B0BN48	Q9CPY4
A2A8T7	A2A8T7
A2A8T7	Q6PEX7
Q5F267	Q5F267
Q5F267	Q8NBR0
Q5F267	B0BN44
P34896-2	P34896-2
P34896-2	P34897
P34896-2	Q5U3Z7
P34896-2	P50431
P34896-2	P34896
P34896-2	Q6TXG7
P34896-2	Q9CZN7
P34896-2	P34897-2
P34896-2	P34897-3
Q80VT5	Q80VT5
Q8R395	Q8R395
Q8R395	Q9ERR2
Q8R395	Q9GZQ3
O55013	O55013
O55013	Q5U1Z2
O55013	Q5T215
O55013	O43617
O55013	Q4KL14
P56393	P56393
P56393	P13183
P56393	Q8TF08
P56393	P80431
P56393	P24311
Q24JP3	Q24JP3
Q24JP3	Q8IX21
Q24JP3	B1H226
Q24JP3	Q8IXR5
Q24JP3	D3ZF72
Q24JP3	Q6P9P0
Q24JP3	Q8IX21-2
D4A8N2	D4A8N2
D4A8N2	P00257
D4A8N2	P46656
D4A8N2	P10109
D4A8N2	P24483
D4A8N2	Q9CPW2
D4A8N2	Q6P4F2
Q7TPD2	Q7TPD2
Q7TPD2	Q8N0U4
Q9Z324	Q9Z324
Q9Z324	Q9Z325
Q9Z324	O94777
Q5UBV8	Q5UBV8
Q5UBV8	O14788
Q5UBV8	O35235
Q5UBV8	O43557
Q5UBV8	P01375
Q5UBV8	Q9QYH9
Q5UBV8	Q06332
Q5UBV8	P06804
Q5UBV8	Q8K3G0
Q5UBV8	P09225
Q5UBV8	P50591
Q5UBV8	P41274
Q5UBV8	P50592
Q5UBV8	P41273
Q5UBV8	P16599
Q5UBV8	Q06643
Q5UBV8	P29965
Q5UBV8	P41155
Q5UBV8	P41047
Q5UBV8	Q8K3Y7
Q5UBV8	P36940
Q5UBV8	P27548
Q5UBV8	O95150
Q5UBV8	Q6UY13
Q5UBV8	P48023
Q5UBV8	Q9ESE2
Q5UBV8	P01374
Q5UBV8	Q9Z2V2
Q9JHH2	Q9JHH2
Q9JHH2	Q96QS1
C9J3I9	C9J3I9
Q9NVD7-2	Q9NVD7-2
Q9NVD7-2	Q9HBI1
Q9NVD7-2	Q9ERD8
Q9NVD7-2	Q9HBI0
Q9NVD7-2	Q9HBI1-2
Q9NVD7-2	Q9EPC1
Q9NVD7-2	Q9HB97
Q9NVD7-2	D3ZKG5
Q9NVD7-2	Q9NVD7
Q9NVD7-2	Q9ES46
Q5PQR5	Q5PQR5
Q5PQR5	Q8VHZ7
Q5PQR5	Q5RJS9
Q5PQR5	Q96G21
Q5PQR5	Q9H9Y2
Q5PQR5	Q7TND5
Q6AY52	Q6AY52
Q6AY52	Q8IZ16
B5DFJ7	B5DFJ7
B5DFJ7	F1LQ83
B5DFJ7	Q9NQ34
B5DFJ7	Q9JJR8
B5DFJ7	Q9P0T7
B5DFJ7	Q9CR23
F1LX91	F1LX91
F1LX91	Q8NE09
F1LX91	G3UYX5
Q6ZPB5	Q6ZPB5
D4A261	D4A261
D4A261	Q5SUQ9-2
D4A261	Q5SUQ9
D4A261	Q2NKJ3
Q641Y2	Q641Y2
Q641Y2	Q91WD5
Q641Y2	O75306
Q5TDH0-2	Q5TDH0-2
Q5TDH0-2	Q4V8J5
Q5TDH0-2	Q5TDH0-3
Q5TDH0-2	A2ADY9
Q5TDH0-2	Q8WTU0
Q5TDH0-2	Q9DAF3
Q5TDH0-2	A0JPP7
Q5TDH0-2	Q5TDH0
Q4FZB7-2	Q4FZB7-2
Q4FZB7-2	P0C2N6
Q4FZB7-2	Q3U8K7
Q4FZB7-2	Q4FZB7
Q4FZB7-2	Q86Y97
Q4FZB7-2	Q6Q783
Q4FZB7-2	P0C2N5
P49842	P49842
P49842	A0A8I5ZJ96
P49842	Q9JHN8
P49842	P49842-1
Q9DA80	Q9DA80
Q9DA80	F1LRY1
Q9DA80	Q3UFY4
Q9DA80	Q86UC2
G3X9D6	G3X9D6
G3X9D6	Q5M889
G3X9D6	Q13790
G3X9D6	Q91V80
G3X9D6	Q5M890
Q9Z221	Q9Z221
Q9Z221	Q8TBY8
Q9Z221	Q9WVQ0
Q9Z221	Q8TBY8-1
Q9D273	Q9D273
Q9D273	Q96EY8
Q9D273	M0R959
Q9BU61	Q9BU61
Q9BU61	O08776
Q9BU61	Q9JKL4
Q9CYH5	Q9CYH5
Q9CYH5	Q3B7J2
Q9CYH5	B1WBV3
Q9CYH5	Q3UHD2
Q9CYH5	Q9NXC2
Q9CYH5	D3ZR63
A0A6I8MX38	A0A6I8MX38
A0A6I8MX38	A0A6I8PU40
A0A6I8MX38	A0A8I6B1W2
Q8CDI3	Q8CDI3
Q8CDI3	XP_002729648
Q8CDI3	XP_003085546
Q8CDI3	XP_003085554
Q8CDI3	Q68DN1
Q9BV57	Q9BV57
Q9BV57	Q99JT9
Q9BV57	Q562C9
Q86YL7	Q86YL7
Q86YL7	Q86YL7-3
Q86YL7	Q64294
Q86YL7	Q62011
Q8R370	Q8R370
Q8R370	Q3T1I3
Q8R370	Q8N6Y0
Q9D8U0	Q9D8U0
Q9D8U0	Q0ZFS6
Q9D8U0	O00458
Q9D8U0	P19182
Q9D8U0	Q12894
Q9D8U0	P20695
Q8C6Z1	Q8C6Z1
Q8C6Z1	Q8N387
Q9H270	Q9H270
Q9H270	NP_001101608
Q9H270	Q91W86
Q9JJQ0	Q9JJQ0
Q9JJQ0	Q92521
O14618	O14618
O14618	Q9JK72
O14618	O00244
O14618	O08997
O14618	P08228
O14618	P00441
O14618	Q9WUC4
O14618	P07632
O14618	P08294
O14618	Q9WU84
O14618	O09164
O14618	Q08420
Q9NZE8	Q9NZE8
Q9NZE8	Q9CQL6
Q9NZE8	D3ZE10
Q9NRV9	Q9NRV9
Q9NRV9	Q9R257
Q9NRV9	B4F7C7
Q5T9S5	Q5T9S5
Q5T9S5	Q640L5
Q99LB0	Q99LB0
Q99LB0	Q497A7
Q99LB0	Q9H147
Q9D1P4	Q9D1P4
Q9D1P4	D4A4T9
Q9D1P4	Q9R000
Q9D1P4	Q9UKP3
Q9D1P4	Q9UHD1
Q96DM3	Q96DM3
Q96DM3	Q5PPI8
Q96DM3	Q8VC42
P58004	P58004
P58004	Q9CYP7
P58004	P58005
P58004	P58006
P58004	Q9Y6P5
P58004	Q9Y6P5-2
P58004	B2GUV6
P58004	P58043
Q8VE18	Q8VE18
Q8VE18	D3ZQ80
Q8VE18	Q8ND04
Q8VE18	Q8ND04-2
P02795	P02795
P02795	A1L3X4
P02795	P13640-2
P02795	P0DM35
P02795	P04355
P02795	P13640
P02795	P37361
P02795	Q93083
P02795	P04733
P02795	P28184
P02795	P25713
P02795	P80294
P02795	Q8N339
P02795	P02802
P02795	P02798
P02795	P04731
P02795	P04732
P02795	P47944
P02795	P02803
P02795	P47945
P02795	P07438
P02795	P80297
Q9NZL9	Q9NZL9
Q9NZL9	Q5U2R0
Q9NZL9	Q99LB6
Q3UDR8	Q3UDR8
Q3UDR8	Q6TUD4
Q3UDR8	Q9GZM5
Q9BVV2	Q9BVV2
Q9BVV2	Q80WB0
Q9H0A9	Q9H0A9
Q9H0A9	Q76KD6
Q9H0A9	B0BMZ4
Q9H0A9	Q68FV7
Q9H0A9	Q148B6
Q9H0A9	Q9D9W0
Q91YP1	Q91YP1
Q91YP1	D4ABH7
Q91YP1	Q7Z5W3
Q1HCM0	Q1HCM0
Q1HCM0	Q8TAT2
Q6F5E7	Q6F5E7
O60828-3	O60828-3
O60828-3	Q6PCT5
O60828-3	Q91VJ5
O60828-3	O60828
Q8CF36	Q8CF36
Q8CF36	D4A5X2
Q8CF36	H3BQW9
Q8CF36	B2KGE5
Q8CF36	B0BND4
Q8CF36	Q4G0N7
Q8C5V0	Q8C5V0
Q8C5V0	Q66H17
Q8C5V0	Q96LK8
Q75VT8	Q75VT8
Q75VT8	A8MVS5
O55229	O55229
O55229	D3ZRW8
O55229	Q9HBU6
O55229	Q9D4V0
O55229	Q5J2U5
O55229	Q01134
O55229	O54804
O55229	D3ZXB8
O55229	P35790
O55229	Q9NVF9
O55229	Q9Y259
O55229	A7MCT6
O55229	O54783
Q9BRJ2	Q9BRJ2
Q9BRJ2	D4A104
Q9BRJ2	Q3T142
Q9BRJ2	Q9D0Q7
Q3U5F7	Q3U5F7
Q6RI63-2	Q6RI63-2
Q6RI63-2	Q6RI63
Q6RI63-2	Q96EK7
Q6RI63-2	D4AE88
Q8N6L7	Q8N6L7
Q8N6L7	Q6AXS2
Q8N6L7	Q8C353
Q8C624	Q8C624
Q8C624	D3Z8L2
Q8C624	Q96N06
Q8C624	Q96N06-2
Q8K1T1	Q8K1T1
Q8K1T1	Q8N386
Q8VD26	Q8VD26
Q8VD26	Q96AN5
Q86V87	Q86V87
Q86V87	D4A3I5
Q86V87	NP_001163945
Q86V87	Q8CDM8
Q86V87	Q5W0V3
Q86V87	Q80YR2
P80217	P80217
P80217	Q498S7
P80217	P80217-2
P80217	Q5M849
P80217	O35309
P80217	Q13287
P80217	Q9D8C4
Q3UX61	Q3UX61
Q3UX61	Q9BSU3
Q3UX61	P41227-2
Q3UX61	Q4V8K3
Q3UX61	Q9QY36
Q3UX61	P41227
Q3UX61	D3ZUQ2
Q497K6	Q497K6
Q8WTP8	Q8WTP8
Q8WTP8	Q8BGF7
Q8WTP8	Q504Q3
Q8WTP8	Q5RJP5
Q8WTP8	Q8N1G1
Q8WTP8	Q7TT28-2
Q8WTP8	B2GUW6
Q8WTP8	B1WBN4
Q8WTP8	Q9CZI9
Q8WTP8	Q8IX06
Q8WTP8	D3ZCX6
Q8WTP8	Q7TT28
Q8WTP8	Q96AZ6
Q8WTP8	Q9JL16
Q8WTP8	Q9GZR2
Q8WTP8	Q6PAQ4
Q8WTP8	A1A5R7
Q8WTP8	Q96IC2
Q8WTP8	Q9JL16-2
Q8WTP8	Q3U1G5
Q8WTP8	Q9H9L3
Q8WTP8	Q6IE70
Q8WTP8	Q6AXU3
EDL35794	EDL35794
Q9BSR8	Q9BSR8
Q9BSR8	Q5M7T4
Q9BSR8	Q8C407
Q3TQP0	Q3TQP0
Q3TQP0	Q9CQY2
Q3TQP0	A0A3B3IU46
Q3TQP0	Q9BTL3
Q3TQP0	D4AD33
Q6ZNM6	Q6ZNM6
Q6ZNM6	Q9D9I1
NP_001099261	NP_001099261
NP_001099261	Q5SUR0
NP_001099261	O15067
Q5XI53	Q5XI53
Q5XI53	Q8R0X2
Q5XI53	Q86Y37
G3V943	G3V943
G3V943	B9EJR8
G3V943	Q86Y56_VAR_060464
G3V943	Q86Y56
P03129	P03129
P03129	Q8V9K9
Q5M844	Q5M844
Q5M844	Q8N205
Q5M844	Q8CII8
Q7Z403-2	Q7Z403-2
Q7Z403-2	Q7TN60
Q7Z403-2	Q7TN58
Q7Z403-2	Q32NZ6
Q7Z403-2	Q8C428
Q7Z403-2	Q7Z402
Q7Z403-2	Q6UXY8-3
Q7Z403-2	Q6UXY8-2
Q7Z403-2	Q6UXY8
Q7Z403-2	Q7Z404
Q7Z403-2	Q7TQ65
Q7Z403-2	Q7Z404-1
Q7Z403-2	Q8IU68
Q7Z403-2	Q496Z4
Q7Z403-2	B1H258
Q7Z403-2	Q7Z403
Q7Z403-2	Q5M7W4
D3ZD72	D3ZD72
D3ZD72	E9PWG6
D3ZD72	Q9BPX3
P03230	P03230
Q9H972-2	Q9H972-2
Q9H972-2	D4AB71
Q9H972-2	Q8K2W9
Q9H972-2	Q9H972
P93830	P93830
Q4LEZ3	Q4LEZ3
Q4LEZ3	Q811W1
Q4LEZ3	Q91ZF7
A2RUB1	A2RUB1
A2RUB1	A2AG06
Q96MG2	Q96MG2
Q96MG2	Q3MI48
Q96MG2	D4A2V6
P0DTD2	P0DTD2
P0DTD2	P59636
A2RUT3	A2RUT3
A2RUT3	Q9DA04
Q8CIB9	Q8CIB9
Q8CIB9	Q5FWF5
Q8CIB9	Q56NI9
Q8CIB9	Q69Z69
Q8CIB9	D4ABF1
Q3T9M1	Q3T9M1
Q3T9M1	A6NFX1
Q3T9M1	Q8NA29
Q3T9M1	Q9DA75
Q3TL73	Q3TL73
Q3TL73	B1B0V2
A0PJK1	A0PJK1
A0PJK1	Q3V0B7
A0PJK1	Q9ET37
A0PJK1	Q9NY91
A0PJK1	P31639
A0PJK1	Q5SWY8
A0PJK1	Q923I7
A0PJK1	Q8C3K6
A0PJK1	Q80WA5
A0PJK1	P13866
A0PJK1	A0PJK1-4
A0PJK1	P53790
A0PJK1	Q9JKZ2
A0PJK1	P53794
A0PJK1	Q8VDT1
A0PJK1	Q2M3M2
A0PJK1	Q2M3M2-2
A0PJK1	F1LQV2
A0PJK1	Q9Z1F2
A0PJK1	Q91ZP4
A0PJK1	P53792
A0PJK1	Q8WWX8
A0PJK1	D3ZIS0
A0PJK1	Q8K0E3
O43716	O43716
O43716	Q8CBY0
O43716	D3ZY68
Q6DGF6	Q6DGF6
Q6DGF6	Q7Z4H9
Q6DGF6	Q3ZN08
Q6DGF6	B1ANY3
P40925-2	P40925-2
P40925-2	Q5I0G3
P40925-2	Q5F204
P40925-2	P11708
P40925-2	P14152
P40925-2	O88989
P40925-2	P40925
P40925-2	P40925-3
Q6YHU6-2	Q6YHU6-2
Q6YHU6-2	D3ZVT2
Q6YHU6-2	Q6YHU6
Q6YHU6-2	A8C756
Q9NW68-9	Q9NW68-9
Q9NW68-9	Q9NW68-2
Q9NW68-9	Q9NW68-3
Q9NW68-9	Q9NW68-4
Q9NW68-9	Q9NW68-7
Q9NW68-9	Q9NW68-8
Q9NW68-9	Q80Y55
Q9NW68-9	Q9NW68
Q9NW68-9	D4A3M7
O60673-2	O60673-2
O60673-2	D3ZGX1
O60673-2	D4A5R3
O60673-2	Q6PAL7
O60673-2	Q61493
O60673-2	O60673
O60673-2	Q5TGY3
O60673-2	Q5DTT1
O60673-2	Q5QGS0
Q86XR2-3	Q86XR2-3
Q86XR2-3	Q86XR2
Q9HCE0-2	Q9HCE0-2
Q9HCE0-2	Q9HCE0
Q9HCE0-2	XP_001056478
Q9HCE0-2	Q80TA9
NP_001096576	NP_001096576
NP_001096576	Q96S55-2
NP_001096576	Q91XU0
NP_001096576	Q96S55
NP_001096576	Q8CG07
Q9UH17-2	Q9UH17-2
Q9UH17-2	P51908
Q9UH17-2	P31941
Q9UH17-2	P41238
Q9UH17-2	Q9UH17
Q9UH17-2	B4F789
Q9UH17-2	Q99J72
Q9UH17-2	P60705
Q9UH17-2	Q99J72-3
Q9UH17-2	Q9UH17-3
Q9UH17-2	Q8IUX4-2
Q9UH17-2	Q8IUX4-3
Q9UH17-2	Q96AK3
Q9UH17-2	Q9HC16-3
Q9UH17-2	Q9NRW3
Q9UH17-2	Q6NTF7-2
Q9UH17-2	Q6NTF7-3
Q9UH17-2	Q9GZX7
Q9UH17-2	Q9Y235
Q9UH17-2	Q6NTF7-4
Q9UH17-2	Q9WV35
Q9UH17-2	P31941-2
Q9UH17-2	Q99J72-4
Q9UH17-2	Q9WVE0
Q9UH17-2	Q8IUX4
Q9UH17-2	Q9HC16
Q9UH17-2	Q6NTF7
Q9UH17-2	P38483
Q9UH17-2	Q99J72-2
Q9UH17-2	Q70AG6
Q1RMI8	Q1RMI8
Q1RMI8	Q9JIG7
Q1RMI8	O60826
Q1RMI8	P86182
BX248123	BX248123
Q9BZW8-2	Q9BZW8-2
Q9BZW8-2	Q9BZW8
Q9BZW8-2	P10252
Q9BZW8-2	Q9JLM2
Q9BZW8-2	P09326
Q9BZW8-2	P18181
Q9BZW8-2	Q07763
Q53QV2	Q53QV2
Q53QV2	G3UW55
Q53QV2	F1M635
Q53QV2	Q9CX60
Q53QV2	A0A0U1RRK4
Q99P69	Q99P69
Q99P69	Q9BZD4
Q99P69	Q6AYL9
Q9QXZ6	Q9QXZ6
Q9QXZ6	Q86UG4
Q9QXZ6	Q9JJL3
Q9QXZ6	Q8C0X7
Q9QXZ6	Q9EP96
Q9QXZ6	Q9NPD5
Q9QXZ6	Q9NYB5-3
Q9QXZ6	Q99N01
Q9QXZ6	Q96BD0-2
Q9QXZ6	Q91YY5
Q9QXZ6	L7N251
Q9QXZ6	O35913
Q9QXZ6	P46720
Q9QXZ6	O88397
Q9QXZ6	O94956
Q9QXZ6	Q99J94
Q9QXZ6	Q9H2Y9-2
Q9QXZ6	XP_914124
